0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
25,29.9607372283936,35.528190612793,41.0956420898438,46.6630935668945,52.2305488586426,57.7980003356934,63.3654518127441,68.1172866821289,70.0237426757812,71.9301986694336,73.8366546630859,75.7431106567383,77.6495742797852,79.5560302734375,81.4624862670899,83.3689422607422,85.2753982543945,87.1818542480469,90.4774780273437,94.4609375,98.4443969726562,102.427856445313,106.411315917969,110.39478302002,114.378242492676,118.361701965332,122.345161437988,126.328628540039,130.89176940918,139.921630859375,148.95149230957,157.981369018555,167.01123046875,176.041091918945,185.070953369141,194.100814819336,203.13069152832,212.160552978516,221.190414428711,242.931411743164,274.622772216797,306.314147949219,338.005523681641,369.696899414062,401.388275146484,433.079650878906,464.771026611328,496.462371826172,528.153747558594,559.624694824219
26,30.1666584014893,35.4023742675781,40.6380920410156,45.8738059997559,51.1095199584961,56.3452377319336,61.5809516906738,66.1119079589844,68.1842346191406,70.2565612792969,72.3288879394531,74.4012145996094,76.4735336303711,78.5458602905274,80.6181869506836,82.6905136108399,84.7628402709961,86.8351669311523,89.6618423461914,92.8620376586914,96.0622253417969,99.2624206542969,102.462615966797,105.662811279297,108.863006591797,112.063194274902,115.263389587402,118.463584899902,122.293212890625,130.972915649414,139.652603149414,148.332305908203,157.012008666992,165.691696166992,174.371398925781,183.05110168457,191.73078918457,200.410491943359,209.090194702148,230.439666748047,261.707153320312,292.974639892578,324.242126464844,355.509613037109,386.777099609375,418.044586181641,449.312072753906,480.579559326172,511.847045898438,542.897033691406
27,30.372579574585,35.2765579223633,40.1805381774902,45.0845184326172,49.9884948730469,54.8924751281738,59.7964553833008,64.1065292358398,66.3447265625,68.5829238891602,70.8211135864258,73.0593109130859,75.2975006103516,77.5356979370117,79.7738876342774,82.0120849609375,84.2502822875977,86.4884719848633,88.8462066650391,91.2631378173828,93.680061340332,96.0969848632812,98.513916015625,100.930839538574,103.347763061523,105.764694213867,108.181617736816,110.598541259766,113.69465637207,122.024185180664,130.353713989258,138.683242797852,147.012786865234,155.342315673828,163.671844482422,172.001373291016,180.330902099609,188.660430908203,196.989959716797,217.94792175293,248.791534423828,279.635131835937,310.478729248047,341.322326660156,372.165924072266,403.009521484375,433.853118896484,464.696716308594,495.540313720703,526.16943359375
28,30.7686386108398,35.276195526123,39.7837524414062,44.2913093566895,48.7988662719727,53.3064231872559,57.8139801025391,61.8467903137207,64.2234115600586,66.6000289916992,68.9766540527344,71.353271484375,73.7298965454102,76.1065139770508,78.4831314086914,80.8597564697266,83.2363739013672,85.6129913330078,87.6080703735352,89.4142227172852,91.2203750610352,93.0265274047852,94.8326797485352,96.6388320922852,98.4449844360352,100.251136779785,102.05729675293,103.86344909668,106.385704040527,114.425834655762,122.465957641602,130.506088256836,138.54621887207,146.586349487305,154.626480102539,162.666610717773,170.706741333008,178.746871948242,186.787002563477,207.196502685547,237.288879394531,267.381256103516,297.473602294922,327.565979003906,357.658325195312,387.750701904297,417.843078613281,447.935424804688,478.027801513672,507.910888671875
29,31.8684120178223,35.7401390075684,39.6118659973145,43.4835968017578,47.3553237915039,51.22705078125,55.0987777709961,58.6456298828125,61.0591087341309,63.4725875854492,65.8860702514648,68.2995452880859,70.7130279541016,73.1265106201172,75.5399856567383,77.9534683227539,80.3669509887695,82.7804260253906,84.8061981201172,86.6399993896484,88.4737930297852,90.3075942993164,92.1413879394531,93.9751892089844,95.8089828491211,97.6427841186523,99.4765777587891,101.31037902832,103.84969329834,111.825317382813,119.800941467285,127.776565551758,135.752197265625,143.727813720703,151.70344543457,159.679061889648,167.654693603516,175.630325317383,183.605941772461,202.886184692383,231.015777587891,259.145355224609,287.274963378906,315.404541015625,343.534149169922,371.663726806641,399.793304443359,427.922912597656,456.052490234375,483.986450195313
30,32.9681854248047,36.2040824890137,39.4399833679199,42.6758804321289,45.9117813110352,49.1476783752441,52.3835792541504,55.444465637207,57.8948059082031,60.345142364502,62.795482635498,65.2458267211914,67.696159362793,70.1464996337891,72.5968399047852,75.0471801757813,77.4975204467773,79.9478607177734,82.0043258666992,83.8657684326172,85.7272109985352,87.5886535644531,89.4500961303711,91.3115386962891,93.172981262207,95.034423828125,96.895866394043,98.7573089599609,101.313682556152,109.224807739258,117.135925292969,125.04704284668,132.958160400391,140.869293212891,148.780410766602,156.691528320313,164.602645874023,172.513778686523,180.424896240234,198.575866699219,224.74267578125,250.90950012207,277.076293945312,303.243133544922,329.409942626953,355.576751708984,381.743560791016,407.910369873047,434.077178955078,460.06201171875
31,34.0679588317871,36.6680297851562,39.2680969238281,41.8681678771973,44.4682388305664,47.0683059692383,49.6683769226074,52.2433013916016,54.7304992675781,57.217700958252,59.7048988342285,62.1920967102051,64.6792984008789,67.1664962768555,69.653694152832,72.1408920288086,74.6280975341797,77.1152954101563,79.2024612426758,81.0915451049805,82.9806289672852,84.8697204589844,86.7588043212891,88.6478958129883,90.536979675293,92.4260711669922,94.3151550292969,96.2042465209961,98.7776794433594,106.624290466309,114.470909118652,122.317527770996,130.164138793945,138.010757446289,145.857376098633,153.703994750977,161.55061340332,169.397216796875,177.243835449219,194.265548706055,218.469589233398,242.673614501953,266.877655029297,291.081695556641,315.285736083984,339.489776611328,363.693817138672,387.897827148437,412.101867675781,436.137573242188
32,35.1677322387695,37.1319732666016,39.0962142944336,41.0604553222656,43.0246963500977,44.9889373779297,46.9531784057617,49.0421371459961,51.5661964416504,54.0902557373047,56.614315032959,59.1383743286133,61.6624336242676,64.1864929199219,66.7105484008789,69.2346115112305,71.7586669921875,74.2827301025391,76.4005889892578,78.3173217773438,80.2340545654297,82.1507873535156,84.067512512207,85.984245300293,87.9009780883789,89.8177108764648,91.7344436645508,93.6511764526367,96.2416687011719,104.023780822754,111.805892944336,119.588005065918,127.3701171875,135.152221679688,142.934341430664,150.716445922852,158.498565673828,166.280670166016,174.062789916992,189.955215454102,212.196487426758,234.437744140625,256.679016113281,278.920257568359,301.161529541016,323.402801513672,345.64404296875,367.885314941406,390.126586914062,412.213134765625
33,36.267505645752,37.5959167480469,38.9243278503418,40.252742767334,41.5811538696289,42.9095649719238,44.2379760742188,45.8409729003906,48.4018936157227,50.9628105163574,53.5237312316895,56.0846481323242,58.6455688476562,61.206485748291,63.7674026489258,66.3283233642578,68.8892440795898,71.4501571655273,73.5987167358398,75.5430908203125,77.4874725341797,79.4318466186523,81.376220703125,83.3206024169922,85.2649765014649,87.2093505859375,89.1537322998047,91.0981063842774,93.7056579589844,101.423263549805,109.14087677002,116.85848236084,124.57608795166,132.293701171875,140.011306762695,147.728912353516,155.446517944336,163.164123535156,170.881729125977,185.644897460938,205.923385620117,226.201873779297,246.480346679687,266.758850097656,287.037322998047,307.315795898438,327.594299316406,347.872772216797,368.151275634766,388.288696289063
34,37.3672790527344,38.0598602294922,38.7524452209473,39.4450263977051,40.1376113891602,40.830192565918,41.522777557373,42.6398124694824,45.2375907897949,47.8353691101074,50.4331474304199,53.0309219360352,55.6287002563477,58.2264785766602,60.8242568969727,63.4220352172852,66.0198135375977,68.6175918579102,70.7968444824219,72.7688674926758,74.7408905029297,76.7129135131836,78.684928894043,80.6569519042969,82.6289749145508,84.6009979248047,86.5730209350586,88.545036315918,91.1696472167969,98.82275390625,106.475860595703,114.128959655762,121.782066345215,129.435165405273,137.088272094727,144.74137878418,152.394470214844,160.047576904297,167.70068359375,181.334579467773,199.650283813477,217.96598815918,236.281707763672,254.597412109375,272.913116455078,291.228820800781,309.544525146484,327.860229492188,346.175964355469,364.364288330078
35,38.4670524597168,38.5238075256348,38.5805587768555,38.6373138427734,38.6940689086914,38.7508201599121,38.8075752258301,39.438648223877,42.0732841491699,44.7079238891602,47.3425598144531,49.9771995544434,52.6118354797363,55.2464752197266,57.8811111450195,60.5157508850098,63.1503868103027,65.785026550293,67.9949798583984,69.9946441650391,71.9943084716797,73.9939727783203,75.9936370849609,77.9933090209961,79.9929733276367,81.9926376342773,83.992301940918,85.9919738769531,88.6336441040039,96.2222442626953,103.810836791992,111.399436950684,118.988037109375,126.576637268066,134.165237426758,141.753829956055,149.342437744141,156.931030273438,164.519622802734,177.024261474609,193.377182006836,209.730117797852,226.083053588867,242.435989379883,258.788909912109,275.141845703125,291.494781494141,307.847717285156,324.200653076172,340.439849853516
36,39.5668258666992,38.9877510070801,38.4086761474609,37.8296012878418,37.2505264282227,36.6714515686035,36.0923767089844,36.2374839782715,38.9089813232422,41.5804786682129,44.2519760131836,46.9234733581543,49.594970703125,52.2664680480957,54.9379653930664,57.6094627380371,60.2809600830078,62.9524574279785,65.1931076049805,67.2204132080078,69.2477264404297,71.2750396728516,73.3023529052734,75.3296585083008,77.3569717407227,79.3842849731445,81.4115905761719,83.4389038085937,86.0976333618164,93.6217269897461,101.145820617676,108.669914245605,116.19401550293,123.718109130859,131.242202758789,138.766296386719,146.290390014648,153.814483642578,161.338577270508,172.713928222656,187.104095458984,201.494247436523,215.884399414062,230.274551391602,244.66471862793,259.054870605469,273.445037841797,287.835174560547,302.225341796875,316.515411376953
37,40.6665992736816,39.4516944885254,38.2367897033691,37.0218849182129,35.8069839477539,34.5920791625977,33.3771743774414,33.036319732666,35.7446784973145,38.4530334472656,41.1613922119141,43.8697509765625,46.5781059265137,49.2864646911621,51.9948196411133,54.7031784057617,57.4115333557129,60.1198921203613,62.3912353515625,64.4461898803711,66.5011444091797,68.5560989379883,70.6110610961914,72.666015625,74.7209701538086,76.7759246826172,78.8308792114258,80.8858337402344,83.5616226196289,91.0212173461914,98.4808044433594,105.940399169922,113.39998626709,120.859573364258,128.31916809082,135.778762817383,143.238342285156,150.697937011719,158.157531738281,168.403610229492,180.830993652344,193.258377075195,205.685745239258,218.113128662109,230.540512084961,242.967895507812,255.395263671875,267.822662353516,280.250030517578,292.590972900391
38,41.7663726806641,39.9156379699707,38.0649070739746,36.2141723632813,34.3634414672852,32.5127067565918,30.6619739532471,29.8351573944092,32.5803756713867,35.3255920410156,38.0708084106445,40.8160247802734,43.5612411499023,46.3064575195313,49.0516738891602,51.7968902587891,54.542106628418,57.2873229980469,59.5893630981445,61.6719665527344,63.754566192627,65.8371658325195,67.9197692871094,70.0023651123047,72.0849685668945,74.1675643920898,76.2501678466797,78.3327713012695,81.0256195068359,88.4207000732422,95.815788269043,103.210876464844,110.60595703125,118.001045227051,125.396133422852,132.791213989258,140.186309814453,147.581390380859,154.976470947266,164.093292236328,174.557891845703,185.022491455078,195.487106323242,205.951705932617,216.416305541992,226.880905151367,237.345504760742,247.810119628906,258.274719238281,268.666534423828
39,36.2026824951172,34.5391311645508,32.8755798339844,31.2120265960693,29.5484733581543,27.8849220275879,26.2213687896728,25.5043144226074,28.0892105102539,30.674108505249,33.2590065002441,35.8439025878906,38.4287986755371,41.0136985778809,43.5985946655273,46.1834907531738,48.7683868408203,51.3532829284668,53.7239303588867,55.9884910583496,58.2530479431152,60.5176086425781,62.782169342041,65.0467300415039,67.3112869262695,69.5758438110352,71.8404083251953,74.1049652099609,76.9376754760742,84.1482315063477,91.3587951660156,98.5693511962891,105.779914855957,112.99047088623,120.201026916504,127.411590576172,134.622146606445,141.832702636719,149.043258666992,157.829254150391,167.848510742188,177.867752075195,187.887008666992,197.906265258789,207.925506591797,217.944763183594,227.964004516602,237.983261108398,248.002517700195,257.952087402344
40,30.1400737762451,28.7253246307373,27.3105735778809,25.895824432373,24.4810752868652,23.0663261413574,21.651575088501,21.088888168335,23.4987010955811,25.9085140228271,28.3183288574219,30.728141784668,33.1379547119141,35.5477676391602,37.9575843811035,40.3673973083496,42.7772102355957,45.1870231628418,47.6291160583496,50.0871887207031,52.5452613830566,55.0033340454102,57.4614067077637,59.9194755554199,62.3775482177734,64.8356246948242,67.2936935424805,69.7517700195313,72.7335357666016,79.7505798339844,86.7676239013672,93.78466796875,100.801719665527,107.81876373291,114.835807800293,121.852851867676,128.869903564453,135.886947631836,142.903991699219,151.418930053711,161.1064453125,170.793960571289,180.481475830078,190.168991088867,199.856506347656,209.544021606445,219.231536865234,228.919052124023,238.606567382813,248.226699829102
41,24.0774631500244,22.9115161895752,21.745569229126,20.5796222686768,19.4136753082275,18.2477283477783,17.0817813873291,16.6734600067139,18.9081897735596,21.1429214477539,23.3776512145996,25.6123809814453,27.847110748291,30.0818424224853,32.3165740966797,34.5513038635254,36.7860336303711,39.0207633972168,41.5342979431152,44.1858825683594,46.8374710083008,49.4890556335449,52.1406402587891,54.7922286987305,57.4438133239746,60.0953979492188,62.7469825744629,65.398567199707,68.5293884277344,75.3529205322266,82.1764526367187,88.9999847412109,95.8235244750977,102.64705657959,109.470588684082,116.294120788574,123.117652893066,129.941177368164,136.764724731445,145.00862121582,154.364395141602,163.720169067383,173.075942993164,182.431732177734,191.787506103516,201.143280029297,210.499053955078,219.854827880859,229.21061706543,238.501312255859
42,18.0148544311523,17.0977096557617,16.1805667877197,15.2634220123291,14.3462772369385,13.4291334152222,12.5119886398315,12.2580337524414,14.3176803588867,16.377326965332,18.4369735717773,20.4966220855713,22.5562686920166,24.6159152984619,26.6755619049072,28.7352104187012,30.7948570251465,32.8545036315918,35.4394836425781,38.2845802307129,41.1296806335449,43.974781036377,46.8198776245117,49.6649780273438,52.5100746154785,55.3551750183105,58.2002754211426,61.0453720092773,64.3252487182617,70.9552688598633,77.5852890014648,84.2153091430664,90.845329284668,97.4753494262695,104.105361938477,110.735382080078,117.36540222168,123.995422363281,130.625442504883,138.598297119141,147.622344970703,156.646377563477,165.670425415039,174.694458007813,183.718505859375,192.742538452148,201.766586303711,210.790618896484,219.814666748047,228.775939941406
43,11.952244758606,11.2839031219482,10.6155614852905,9.94721984863281,9.2788782119751,8.61053657531738,7.94219493865967,7.84260606765747,9.72716999053955,11.6117334365845,13.4962968826294,15.3808603286743,17.2654247283936,19.1499881744385,21.0345516204834,22.9191150665283,24.8036785125732,26.6882438659668,29.3446674346924,32.3832778930664,35.4218902587891,38.4605026245117,41.4991149902344,44.537727355957,47.5763397216797,50.6149520874024,53.653564453125,56.6921768188477,60.1211051940918,66.5576095581055,72.9941177368164,79.4306259155273,85.8671340942383,92.3036346435547,98.7401428222656,105.176651000977,111.613159179688,118.049667358398,124.486167907715,132.18798828125,140.880279541016,149.57258605957,158.264892578125,166.95719909668,175.649490356445,184.341796875,193.034103393555,201.726409912109,210.418716430664,219.050552368164
44,5.88963603973389,5.47009706497192,5.05055809020996,4.631019115448,4.21147966384888,3.79194068908691,3.37240147590637,3.42717933654785,5.13665962219238,6.84613990783691,8.55562019348145,10.265100479126,11.9745807647705,13.6840620040894,15.3935422897339,17.1030216217041,18.8125019073486,20.5219821929932,23.2498512268066,26.4819774627686,29.7141017913818,32.9462280273437,36.178352355957,39.4104766845703,42.6426010131836,45.8747291564941,49.1068534851074,52.3389778137207,55.9169654846191,62.1599578857422,68.4029541015625,74.6459426879883,80.8889389038086,87.1319274902344,93.3749237060547,99.617919921875,105.860908508301,112.103904724121,118.346893310547,125.77766418457,134.138229370117,142.498794555664,150.859359741211,159.219924926758,167.580490112305,175.941055297852,184.301620483398,192.662200927734,201.022766113281,209.325180053711
45,-0.172973424196243,-0.343709886074066,-0.514446377754211,-0.685182809829712,-0.855919301509857,-1.02665579319,-1.1973922252655,-0.988247871398926,0.546149075031281,2.08054614067078,3.61494326591492,5.14934015274048,6.68373727798462,8.2181339263916,9.75253105163574,11.2869281768799,12.821325302124,14.3557224273682,17.1550350189209,20.5806732177734,24.006311416626,27.4319515228271,30.8575897216797,34.2832260131836,37.7088661193848,41.1345024108887,44.5601425170898,47.9857788085937,51.7128219604492,57.7623023986816,63.8117828369141,69.8612594604492,75.9107437133789,81.9602203369141,88.0097045898438,94.0591812133789,100.108665466309,106.158142089844,112.207618713379,119.367347717285,127.396171569824,135.425003051758,143.453826904297,151.482666015625,159.511489868164,167.540328979492,175.569152832031,183.59797668457,191.626815795898,199.599792480469
46,-6.23558282852173,-6.15751695632935,-6.07945060729981,-6.00138473510742,-5.92331838607788,-5.84525203704834,-5.76718616485596,-5.4036750793457,-4.04436159133911,-2.68504786491394,-1.32573401927948,0.033579614013434,1.39289319515228,2.75220704078674,4.11152076721191,5.47083425521851,6.83014822006226,8.18946170806885,11.0602197647095,14.679370880127,18.2985229492187,21.9176750183105,25.5368251800537,29.1559772491455,32.7751274108887,36.3942794799805,40.0134315490723,43.6325836181641,47.5086784362793,53.3646469116211,59.2206115722656,65.0765762329102,70.9325485229492,76.7885131835938,82.6444778442383,88.5004501342774,94.3564147949219,100.212379455566,106.068351745605,112.957023620605,120.654121398926,128.351211547852,136.048309326172,143.745391845703,151.442489624023,159.139587402344,166.836669921875,174.533767700195,182.230865478516,189.874420166016
47,-12.298192024231,-11.9713230133057,-11.6444540023804,-11.3175859451294,-10.9907169342041,-10.6638479232788,-10.3369789123535,-9.81910228729248,-8.63487148284912,-7.45064115524292,-6.26641082763672,-5.08218050003052,-3.89795017242432,-2.71371960639954,-1.52948927879334,-0.345258891582489,0.838971436023712,2.02320170402527,4.96540451049805,8.77806854248047,12.5907335281372,16.4033985137939,20.2160625457764,24.0287265777588,27.8413925170898,31.6540565490723,35.4667205810547,39.2793846130371,43.3045387268066,48.9669914245606,54.6294441223145,60.2918968200684,65.9543533325195,71.6168060302734,77.2792587280273,82.9417114257813,88.6041641235352,94.2666244506836,99.9290771484375,106.54670715332,113.912063598633,121.277420043945,128.642776489258,136.00813293457,143.373489379883,150.738845825195,158.104202270508,165.46955871582,172.834915161133,180.149032592773
48,-18.3608016967773,-17.7851295471191,-17.2094593048096,-16.6337871551514,-16.0581150054932,-15.4824447631836,-14.9067726135254,-14.2345294952393,-13.2253818511963,-12.2162351608276,-11.2070875167847,-10.197940826416,-9.18879413604736,-8.17964649200439,-7.17049980163574,-6.16135263442993,-5.15220594406128,-4.14305877685547,-1.12941157817841,2.87676596641541,6.88294363021851,10.8891220092773,14.8952989578247,18.9014778137207,22.9076557159424,26.9138336181641,30.9200115203857,34.9261894226074,39.1003952026367,44.5693359375,50.0382766723633,55.5072174072266,60.9761581420898,66.4450988769531,71.9140396118164,77.3829803466797,82.851921081543,88.3208618164062,93.7898025512695,100.136390686035,107.17000579834,114.203628540039,121.237243652344,128.270858764648,135.304489135742,142.338104248047,149.371719360352,156.405334472656,163.43896484375,170.42366027832
49,-40.7214889526367,-37.3712997436523,-34.021110534668,-30.6709251403809,-27.3207378387451,-23.9705486297607,-20.620361328125,-17.7934856414795,-16.7922344207764,-15.7909841537476,-14.7897338867188,-13.7884836196899,-12.7872333526611,-11.7859830856323,-10.7847328186035,-9.78348159790039,-8.78223133087158,-7.78098106384277,-4.74036026000977,-0.689943552017212,3.36047339439392,7.41089057922363,11.4613075256348,15.5117244720459,19.562141418457,23.6125583648682,27.6629753112793,31.7133922576904,35.901782989502,41.1533279418945,46.4048728942871,51.6564140319824,56.907958984375,62.1595039367676,67.4110488891602,72.6625900268555,77.9141311645508,83.1656799316406,88.4172210693359,94.5492630004883,101.370559692383,108.191864013672,115.013168334961,121.834465026855,128.65576171875,135.477066040039,142.298370361328,149.119674682617,155.940979003906,162.714828491211
50,-71.9367523193359,-64.4398574829102,-56.9429550170898,-49.4460563659668,-41.949161529541,-34.4522590637207,-26.9553623199463,-20.8871307373047,-19.8029460906982,-18.7187614440918,-17.6345767974854,-16.5503921508789,-15.4662075042725,-14.382022857666,-13.2978382110596,-12.2136535644531,-11.1294689178467,-10.0452842712402,-7.00185060501099,-2.98829340934753,1.02526390552521,5.03882169723511,9.05237865447998,13.065936088562,17.0794944763184,21.0930519104004,25.1066093444824,29.1201667785644,33.2494697570801,38.2706413269043,43.2918090820313,48.3129806518555,53.3341522216797,58.3553237915039,63.3764915466309,68.3976669311523,73.4188385009766,78.4400024414063,83.4611740112305,89.4093627929687,96.0832290649414,102.75708770752,109.430953979492,116.10481262207,122.778678894043,129.452545166016,136.126403808594,142.800262451172,149.47412109375,156.101577758789
