1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
89.1142196655273,91.8097686767578,94.5053100585938,97.2008666992187,99.8964004516602,102.591957092285,105.287506103516,107.983047485352,110.678604125977,113.374137878418,116.069694519043,118.765235900879,121.460784912109,124.156341552734,126.851875305176,129.547424316406,132.242965698242,134.938522338867,137.634078979492,140.329620361328,143.025161743164,145.720703125,148.416259765625,151.11181640625,153.807357788086,156.502899169922,159.198440551758,161.893997192383,164.589538574219,167.285095214844,169.98063659668,172.676177978516,175.371734619141,178.067276000977,180.762832641602
93.5703811645508,96.2588500976563,98.9473114013672,101.635787963867,104.324241638184,107.012718200684,109.701187133789,112.3896484375,115.078117370605,117.766578674316,120.455047607422,123.143508911133,125.831985473633,128.520446777344,131.208908081055,133.897384643555,136.585845947266,139.274322509766,141.962783813477,144.651245117188,147.339721679688,150.028182983398,152.716644287109,155.405120849609,158.09358215332,160.78205871582,163.470520019531,166.158981323242,168.847442626953,171.535919189453,174.224380493164,176.912841796875,179.601318359375,182.289779663086,184.978256225586
98.0265502929688,100.707946777344,103.389320373535,106.07071685791,108.752090454102,111.433486938477,114.114875793457,116.796257019043,119.477645874023,122.159027099609,124.84041595459,127.521797180176,130.203186035156,132.884582519531,135.565948486328,138.247344970703,140.928726196289,143.610122680664,146.29150390625,148.972885131836,151.654281616211,154.335662841797,157.017044067383,159.698440551758,162.379821777344,165.06120300293,167.742584228516,170.423980712891,173.105361938477,175.786743164063,178.468139648438,181.149520874023,183.830902099609,186.512283325195,189.19367980957
102.482719421387,105.157028198242,107.831329345703,110.505638122559,113.179931640625,115.854248046875,118.52855682373,121.202850341797,123.877166748047,126.551460266113,129.225769042969,131.90007019043,134.57438659668,137.248687744141,139.922988891602,142.597305297852,145.271606445313,147.945907592773,150.620223999023,153.294525146484,155.968826293945,158.643127441406,161.317443847656,163.991744995117,166.666046142578,169.340362548828,172.0146484375,174.68896484375,177.363265991211,180.037567138672,182.711883544922,185.386184692383,188.060485839844,190.734786987305,193.409103393555
106.93888092041,109.606109619141,112.273330688477,114.940559387207,117.607772827148,120.275009155273,122.942237854004,125.609451293945,128.27668762207,130.943893432617,133.611129760742,136.278350830078,138.945571899414,141.612808227539,144.280029296875,146.947250366211,149.614471435547,152.281707763672,154.948928833008,157.616149902344,160.28337097168,162.950592041016,165.617828369141,168.285049438477,170.952270507813,173.619506835938,176.286727905273,178.953948974609,181.621170043945,184.288391113281,186.955627441406,189.622848510742,192.290069580078,194.957290649414,197.624526977539
111.395050048828,114.055198669434,116.715339660645,119.37548828125,122.035629272461,124.695777893066,127.355926513672,130.016067504883,132.676208496094,135.336349487305,137.996490478516,140.656631469727,143.316787719727,145.976928710938,148.637069702148,151.297210693359,153.95735168457,156.61750793457,159.277648925781,161.937789916992,164.597930908203,167.258071899414,169.918228149414,172.578369140625,175.238510131836,177.898651123047,180.558792114258,183.218948364258,185.879089355469,188.53923034668,191.19938659668,193.859512329102,196.519668579102,199.179809570313,201.839950561523
115.851219177246,118.504287719727,121.157341003418,123.810409545898,126.46346282959,129.11653137207,131.769607543945,134.422653198242,137.075729370117,139.728790283203,142.381851196289,145.034912109375,147.687973022461,150.341049194336,152.994094848633,155.647171020508,158.300231933594,160.95329284668,163.606369018555,166.259414672852,168.912490844727,171.565551757813,174.218612670898,176.871673583984,179.52473449707,182.177810668945,184.830856323242,187.483932495117,190.136993408203,192.790054321289,195.443130493164,198.096176147461,200.749252319336,203.402297973633,206.055374145508
120.30738067627,122.953369140625,125.599342346191,128.245330810547,130.891311645508,133.537292480469,136.183288574219,138.829254150391,141.475250244141,144.121215820313,146.767211914063,149.413192749023,152.059173583984,154.705154418945,157.351135253906,159.997131347656,162.643096923828,165.289093017578,167.935073852539,170.5810546875,173.227035522461,175.873016357422,178.518997192383,181.164993286133,183.810958862305,186.456954956055,189.102935791016,191.748916625977,194.394897460938,197.040878295898,199.686874389648,202.33283996582,204.97883605957,207.624801635742,210.270797729492
124.763549804688,127.402458190918,130.041351318359,132.680267333984,135.319152832031,137.958068847656,140.596969604492,143.235870361328,145.874771118164,148.513671875,151.152572631836,153.791473388672,156.430374145508,159.069290161133,161.70817565918,164.347091674805,166.985977172852,169.624893188477,172.263793945313,174.902694702148,177.541595458984,180.18049621582,182.819396972656,185.458312988281,188.097198486328,190.736114501953,193.375,196.013916015625,198.652801513672,201.291717529297,203.930618286133,206.569519042969,209.208419799805,211.847320556641,214.486221313477
129.219711303711,131.851547241211,134.483352661133,137.115188598633,139.746994018555,142.378829956055,145.010650634766,147.642471313477,150.274291992188,152.906112670898,155.537933349609,158.16975402832,160.801574707031,163.433395385742,166.065216064453,168.697036743164,171.328857421875,173.960678100586,176.592514038086,179.224319458008,181.856140136719,184.48796081543,187.119781494141,189.751617431641,192.383422851562,195.015258789062,197.647064208984,200.278900146484,202.910705566406,205.542541503906,208.174362182617,210.806182861328,213.438003540039,216.06982421875,218.701644897461
133.675888061523,136.300628662109,138.925369262695,141.550109863281,144.174850463867,146.799591064453,149.424331665039,152.049072265625,154.673812866211,157.298553466797,159.923294067383,162.548034667969,165.172775268555,167.797515869141,170.422256469727,173.046997070313,175.671737670898,178.296478271484,180.921234130859,183.545959472656,186.170700073242,188.795440673828,191.420181274414,194.044937133789,196.669662475586,199.294418334961,201.919143676758,204.543884277344,207.16862487793,209.793365478516,212.418121337891,215.042846679688,217.667587280273,220.292327880859,222.917068481445
138.132049560547,140.749710083008,143.367370605469,145.98503112793,148.602691650391,151.220352172852,153.838012695313,156.455673217773,159.073333740234,161.690994262695,164.308654785156,166.926315307617,169.543975830078,172.161636352539,174.779296875,177.396957397461,180.014602661133,182.632278442383,185.249938964844,187.867599487305,190.485260009766,193.102905273438,195.720581054688,198.338241577148,200.95588684082,203.57356262207,206.191207885742,208.808883666992,211.426528930664,214.044189453125,216.661865234375,219.279510498047,221.897171020508,224.514831542969,227.13249206543
142.58821105957,145.198806762695,147.809371948242,150.419952392578,153.030532836914,155.64111328125,158.251693725586,160.862274169922,163.472854614258,166.083419799805,168.69401550293,171.304580688477,173.915161132813,176.525756835938,179.136322021484,181.74690246582,184.357482910156,186.968063354492,189.578643798828,192.189224243164,194.7998046875,197.410385131836,200.020965576172,202.631546020508,205.242126464844,207.85270690918,210.463272094727,213.073867797852,215.684432983398,218.295013427734,220.905609130859,223.516174316406,226.126754760742,228.737335205078,231.347915649414
147.044387817383,149.647888183594,152.251388549805,154.854888916016,157.458374023438,160.061889648438,162.665390014648,165.26887512207,167.872375488281,170.475875854492,173.079376220703,175.682876586914,178.286376953125,180.889877319336,183.493362426758,186.096878051758,188.70036315918,191.303863525391,193.907363891602,196.510864257813,199.114364624023,201.717864990234,204.321365356445,206.924865722656,209.528350830078,212.131866455078,214.7353515625,217.338851928711,219.942352294922,222.545852661133,225.149353027344,227.752853393555,230.356353759766,232.959838867187,235.563339233398
151.500549316406,154.096969604492,156.693389892578,159.289810180664,161.886215209961,164.482635498047,167.079071044922,169.675476074219,172.271896362305,174.868316650391,177.464736938477,180.061141967773,182.657562255859,185.253997802734,187.850402832031,190.446823120117,193.043243408203,195.639663696289,198.236083984375,200.832489013672,203.428909301758,206.025329589844,208.62174987793,211.218170166016,213.814590454102,216.411010742187,219.007415771484,221.60383605957,224.200256347656,226.796676635742,229.393096923828,231.989517211914,234.5859375,237.182342529297,239.778762817383
155.95671081543,158.546051025391,161.135391235352,163.724731445313,166.314056396484,168.903396606445,171.492752075195,174.082077026367,176.671417236328,179.2607421875,181.85009765625,184.439422607422,187.028762817383,189.618103027344,192.207443237305,194.796783447266,197.386108398438,199.975448608398,202.564788818359,205.15412902832,207.743469238281,210.332794189453,212.922134399414,215.511474609375,218.100814819336,220.690155029297,223.279479980469,225.868835449219,228.458160400391,231.047500610352,233.636840820312,236.226181030273,238.815521240234,241.404846191406,243.994186401367
160.412887573242,162.995147705078,165.577392578125,168.159652709961,170.741912841797,173.324172973633,175.906433105469,178.488677978516,181.070938110352,183.653198242188,186.235458374023,188.81770324707,191.399963378906,193.982223510742,196.564483642578,199.146743774414,201.728988647461,204.311248779297,206.893508911133,209.475769042969,212.058029174805,214.640274047852,217.222534179687,219.804794311523,222.387054443359,224.969314575195,227.551559448242,230.133819580078,232.716079711914,235.29833984375,237.880599975586,240.462844848633,243.045104980469,245.627349853516,248.209625244141
164.869049072266,167.444229125977,170.019393920898,172.594589233398,175.16975402832,177.744934082031,180.320114135742,182.895278930664,185.470458984375,188.045639038086,190.620819091797,193.195983886719,195.77116394043,198.346343994141,200.921508789063,203.496688842773,206.071868896484,208.647048950195,211.222229003906,213.797393798828,216.372573852539,218.947738647461,221.522933959961,224.098114013672,226.673278808594,229.248458862305,231.823623657227,234.398803710937,236.973983764648,239.549163818359,242.12434387207,244.699508666992,247.274688720703,249.849853515625,252.425033569336
169.325210571289,171.893310546875,174.461410522461,177.029510498047,179.597595214844,182.16569519043,184.733795166016,187.301879882813,189.869979858398,192.438064575195,195.006164550781,197.574264526367,200.142364501953,202.710464477539,205.278549194336,207.846649169922,210.414733886719,212.982833862305,215.550933837891,218.119033813477,220.687133789062,223.255218505859,225.823318481445,228.391418457031,230.959503173828,233.527603149414,236.095687866211,238.663787841797,241.231887817383,243.799987792969,246.368087768555,248.936172485352,251.504272460937,254.072357177734,256.640472412109
173.781387329102,176.342407226563,178.903411865234,181.464431762695,184.025436401367,186.586456298828,189.147476196289,191.70849609375,194.269515991211,196.830520629883,199.391540527344,201.952545166016,204.513565063477,207.074584960937,209.635589599609,212.19660949707,214.757614135742,217.318634033203,219.879653930664,222.440658569336,225.001678466797,227.562698364258,230.123718261719,232.68473815918,235.245742797852,237.806762695313,240.367767333984,242.928787231445,245.489791870117,248.050811767578,250.611831665039,253.172836303711,255.733856201172,258.294860839844,260.855895996094
178.237548828125,180.791488647461,183.345413208008,185.899353027344,188.453277587891,191.007217407227,193.561157226563,196.115081787109,198.669021606445,201.222961425781,203.776885986328,206.330825805664,208.884765625,211.438705444336,213.992630004883,216.546569824219,219.100494384766,221.654434204102,224.208374023438,226.762298583984,229.31623840332,231.870162963867,234.424102783203,236.978042602539,239.531967163086,242.085906982422,244.639831542969,247.193771362305,249.747695922852,252.301635742187,254.855575561523,257.409515380859,259.963439941406,262.517364501953,265.071319580078
182.693710327148,185.240570068359,187.787414550781,190.334274291992,192.881118774414,195.427978515625,197.974838256836,200.521682739258,203.068542480469,205.615386962891,208.162246704102,210.709091186523,213.255950927734,215.802810668945,218.349655151367,220.896514892578,223.443359375,225.990219116211,228.537078857422,231.083923339844,233.630783081055,236.177627563477,238.724487304688,241.271347045898,243.81819152832,246.365051269531,248.911895751953,251.458755493164,254.005599975586,256.552459716797,259.099334716797,261.646179199219,264.193023681641,266.739868164063,269.286743164063
187.149887084961,189.689666748047,192.229431152344,194.76921081543,197.308975219727,199.848754882813,202.388534545898,204.928298950195,207.468078613281,210.007843017578,212.547622680664,215.087387084961,217.627166748047,220.166931152344,222.706695556641,225.246475219727,227.786239624023,230.326019287109,232.865798950195,235.405563354492,237.945343017578,240.485107421875,243.024887084961,245.564666748047,248.104431152344,250.64421081543,253.183975219727,255.723754882812,258.263519287109,260.803283691406,263.343078613281,265.882843017578,268.422607421875,270.962371826172,273.502166748047
191.606048583984,194.138748168945,196.671432495117,199.204132080078,201.73681640625,204.269515991211,206.802200317383,209.334899902344,211.867584228516,214.400268554687,216.932968139648,219.46565246582,221.998352050781,224.531051635742,227.063735961914,229.596435546875,232.129119873047,234.661819458008,237.194519042969,239.727203369141,242.259902954102,244.792587280273,247.325271606445,249.857971191406,252.390655517578,254.923355102539,257.4560546875,259.988739013672,262.521423339844,265.054107666016,267.586822509766,270.119506835937,272.652191162109,275.184875488281,277.717590332031
196.062210083008,198.587829589844,201.113433837891,203.639053344727,206.164657592773,208.690277099609,211.215881347656,213.741485595703,216.267105102539,218.792709350586,221.318328857422,223.843933105469,226.369552612305,228.895172119141,231.420776367188,233.946380615234,236.47200012207,238.997604370117,241.523223876953,244.048828125,246.574447631836,249.100051879883,251.625671386719,254.151275634766,256.676879882813,259.202514648437,261.728118896484,264.253723144531,266.779327392578,269.304931640625,271.83056640625,274.356170654297,276.881774902344,279.407379150391,281.933013916016
200.51838684082,203.036926269531,205.555450439453,208.073974609375,210.592498779297,213.111038208008,215.629577636719,218.148101806641,220.666641235352,223.185165405273,225.703689575195,228.222213745117,230.740753173828,233.259292602539,235.777816772461,238.296356201172,240.814880371094,243.333404541016,245.851943969727,248.370468139648,250.889007568359,253.407531738281,255.926071166992,258.444610595703,260.963134765625,263.481658935547,266.000183105469,268.518707275391,271.037231445312,273.555786132812,276.074310302734,278.592834472656,281.111389160156,283.629913330078,286.1484375
204.974548339844,207.48600769043,209.997451782227,212.508895874023,215.02033996582,217.531799316406,220.043258666992,222.554702758789,225.066146850586,227.577590942383,230.089050292969,232.600494384766,235.111953735352,237.623397827148,240.134841918945,242.646301269531,245.157745361328,247.669204711914,250.1806640625,252.692108154297,255.203552246094,257.714996337891,260.226440429687,262.737915039063,265.249359130859,267.760803222656,270.272247314453,272.78369140625,275.295135498047,277.806610107422,280.318054199219,282.829498291016,285.340942382813,287.852386474609,290.363861083984
209.430725097656,211.935089111328,214.439453125,216.943832397461,219.448196411133,221.952575683594,224.456939697266,226.961303710937,229.465682983398,231.97004699707,234.474411010742,236.978775024414,239.483154296875,241.987533569336,244.491897583008,246.99626159668,249.500625610352,252.005004882812,254.509384155273,257.013732910156,259.518127441406,262.022491455078,264.52685546875,267.031219482422,269.535583496094,272.039947509766,274.544311523437,277.048706054688,279.553070068359,282.057434082031,284.561798095703,287.066162109375,289.570556640625,292.074920654297,294.579284667969
213.88688659668,216.384170532227,218.881454467773,221.378753662109,223.876037597656,226.373336791992,228.870620727539,231.367904663086,233.865203857422,236.362487792969,238.859771728516,241.357055664063,243.854354858398,246.351638793945,248.848922729492,251.346221923828,253.843505859375,256.340789794922,258.838073730469,261.335357666016,263.832672119141,266.329956054687,268.827239990234,271.324523925781,273.821807861328,276.319122314453,278.81640625,281.313690185547,283.810974121094,286.308258056641,288.805541992187,291.302825927734,293.800140380859,296.297424316406,298.794708251953
218.343048095703,220.833267211914,223.323455810547,225.813674926758,228.30387878418,230.794082641602,233.284301757813,235.774505615234,238.264724731445,240.754913330078,243.245132446289,245.735336303711,248.225540161133,250.715759277344,253.205963134766,255.696166992188,258.186370849609,260.676574707031,263.166809082031,265.657012939453,268.147216796875,270.637420654297,273.127624511719,275.617828369141,278.108032226562,280.598266601563,283.088470458984,285.578674316406,288.068878173828,290.55908203125,293.049285888672,295.539489746094,298.029724121094,300.519927978516,303.010131835937
222.799224853516,225.282348632813,227.765472412109,230.248611450195,232.731719970703,235.214859008789,237.697998046875,240.181106567383,242.664245605469,245.147369384766,247.630493164062,250.113616943359,252.596755981445,255.079879760742,257.563018798828,260.046142578125,262.529266357422,265.012390136719,267.495513916016,269.978637695313,272.461761474609,274.944885253906,277.428039550781,279.911163330078,282.394287109375,284.877410888672,287.360534667969,289.843658447266,292.326782226562,294.809906005859,297.293060302734,299.776184082031,302.259307861328,304.742431640625,307.225555419922
227.255386352539,229.731430053711,232.207473754883,234.683532714844,237.159561157227,239.635620117187,242.111663818359,244.587707519531,247.063766479492,249.539810180664,252.015853881836,254.491897583008,256.967956542969,259.444000244141,261.920043945313,264.396087646484,266.872131347656,269.348175048828,271.82421875,274.300262451172,276.776336669922,279.252349853516,281.728424072266,284.204467773437,286.680511474609,289.156555175781,291.632598876953,294.108642578125,296.584686279297,299.060729980469,301.536804199219,304.012847900391,306.488891601562,308.964935302734,311.440979003906
231.711547851563,234.180511474609,236.649475097656,239.118453979492,241.58740234375,244.056381225586,246.525344848633,248.99430847168,251.463287353516,253.932235717773,256.401214599609,258.870178222656,261.339141845703,263.80810546875,266.277069091797,268.746032714844,271.214996337891,273.683959960937,276.152954101562,278.621917724609,281.090881347656,283.559844970703,286.02880859375,288.497772216797,290.966735839844,293.435699462891,295.904663085937,298.373626708984,300.842590332031,303.311553955078,305.780548095703,308.24951171875,310.718475341797,313.187438964844,315.656402587891
236.167724609375,238.629608154297,241.091491699219,243.553375244141,246.015258789062,248.477142333984,250.939041137695,253.400924682617,255.862808227539,258.324676513672,260.786590576172,263.248443603516,265.710357666016,268.172241210937,270.634124755859,273.096008300781,275.557891845703,278.019775390625,280.481658935547,282.943542480469,285.405426025391,287.867309570312,290.329193115234,292.791107177734,295.252960205078,297.714874267578,300.176727294922,302.638641357422,305.100524902344,307.562408447266,310.024291992187,312.486175537109,314.948059082031,317.409942626953,319.871826171875
240.623886108398,243.078689575195,245.533493041992,247.988296508789,250.443099975586,252.897903442383,255.352722167969,257.807525634766,260.262329101562,262.717132568359,265.171936035156,267.626739501953,270.08154296875,272.536346435547,274.991149902344,277.445953369141,279.900756835938,282.355560302734,284.810363769531,287.265167236328,289.719970703125,292.174774169922,294.629577636719,297.084411621094,299.539215087891,301.994018554687,304.448822021484,306.903625488281,309.358428955078,311.813232421875,314.268035888672,316.722839355469,319.177642822266,321.632446289063,324.087249755859
